# ----------------------------------------
# Landing page: Landing page
# Account: Harpar Grace International
# Property: Revitalash GA4 (LIVE)
# ----------------------------------------
# 
# All Users
# Start date: 20240330
# End date: 20250330
Landing page,Session default channel group,Sessions,Active users,New users,Average engagement time per session,Key events,Total revenue,Session key event rate
/77879836963/orders/4916ac4445abc648b423c4b61ce5df0b,Direct,1,1,1,0,0,0,0
/77879836963/orders/4938478a1020e51cb75e724fa71300ec,Direct,1,1,1,13,0,0,0
/77879836963/orders/494034c8113a3e503478b396080706df,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/4947ba56bd836031ab65ee5ab4f3d6fe,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/494fd90e48310cea80564e307b2c0a54,Direct,1,1,1,8,0,0,0
/77879836963/orders/4954f40478f3eb6b5d8c743849212f6b,Direct,1,1,1,0,0,0,0
/77879836963/orders/495ed61ec080fde89606423b63255f76,Direct,1,1,1,0,0,0,0
/77879836963/orders/498dd32c49e18de9ee53bfc877eee7b9,Direct,1,1,1,0,0,0,0
/77879836963/orders/4999204018bd2ea5dfa6f3fe189884a5,Email,1,0,0,0,0,0,0
/77879836963/orders/499eb6dbb1cdfee73ef17da8c7baaff4,Direct,1,1,1,155,0,0,0
/77879836963/orders/49a03a4c4479a7ce6d82c6dae78982fa,Direct,1,1,1,390,0,0,0
/77879836963/orders/49a1c80790fb9de9415fdfa0dc85bb99,Unassigned,1,1,0,7,0,0,0
/77879836963/orders/49a3440349e3bba38867c351f2b027ad,Direct,1,0,0,0,0,0,0
/77879836963/orders/49aad7fe5bc7c92119d7b81fb25a9aa6,Paid Shopping,1,1,0,0,0,0,0
/77879836963/orders/49b1c7a3eee5be4b27d5ce87260d07f7,Referral,1,1,0,0,0,0,0
/77879836963/orders/49c41b187e7035c43d702162234fcc6b,Organic Search,1,1,0,231,0,0,0
/77879836963/orders/49c6b38525e26e28db96f3efefd930ad,Direct,1,1,0,0,0,0,0
/77879836963/orders/49c7ce6bc050ac43cbcbf38f5c04efcc,Direct,1,1,1,0,0,0,0
/77879836963/orders/49c8de4b835d71f6bfea04f3b27a743c,Unassigned,1,1,0,0,0,0,0
/77879836963/orders/49cc9920f4b03964f4918c83fd8dcfbc,Direct,1,1,1,0,0,0,0
/77879836963/orders/49f15d21532e1e664d0240773f4c57dc,Direct,1,0,0,0,0,0,0
/77879836963/orders/49f4f502549f7d627d4f853b4446678d,Direct,1,0,0,0,0,0,0
/77879836963/orders/4a41050a38c646d91e744044dc612abd,Direct,1,1,1,103,0,0,0
/77879836963/orders/4a41ecfa73815300c14108e53b83e0b8,Email,1,1,0,14,0,0,0
/77879836963/orders/4a462720f4d440a7160938e39bb8d8d6,Organic Search,1,1,0,33,0,0,0
/77879836963/orders/4a4f4251bf03f4cbd7f2453d1cb82a64,Direct,1,1,0,0,0,0,0
/77879836963/orders/4a5d70346ffe719df21fea90de66e131,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/4a5dac8634e7e604e8172bd36fdfb3e9,Paid Search,1,1,0,6,0,0,0
/77879836963/orders/4a60e60c8d294a1c87f4d4a841c629c1,Direct,1,1,1,0,0,0,0
/77879836963/orders/4a65c2c9d4a200505cd361297ba5e436,Direct,1,1,1,9,0,0,0
/77879836963/orders/4a6a91a9e91dcdd5d4a88ffadea9ee0d,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/4a6d21e993ee7ff426cdccdfed7d7326,Direct,1,1,0,11,0,0,0
/77879836963/orders/4a7a39d7452a6a9d3f8bc3df0e4a9103,Paid Shopping,1,1,0,5,0,0,0
/77879836963/orders/4a7c71c03fc6658f0825656d7d5fe93a,Direct,1,1,0,0,0,0,0
/77879836963/orders/4a928ba0019416528493b661d83a1f93,Email,1,0,0,0,0,0,0
/77879836963/orders/4a9909af252142c876c1b519a30ec850,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/4aa86550c44446bcf587b9f659f8aa51,Direct,1,1,1,0,0,0,0
/77879836963/orders/4ab750f0aeb32acdea6587658230110a,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/4acc1eb8f59215ed234d55fc3d9ffb49,Direct,1,1,1,13,0,0,0
/77879836963/orders/4adbf000c941c61d56b0ce852c50a69c,Direct,1,1,1,100,0,0,0
/77879836963/orders/4add3a57f1970be6417e1e5c608ad024,Direct,1,0,0,0,0,0,0
/77879836963/orders/4ae7c9b9249f64ec273b857348ad7c14,Paid Search,1,1,0,8,0,0,0
/77879836963/orders/4af33405c527d11fad9360cce757c0db,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/4afb92fa5fee7596f8980c12293d5b8b,Direct,1,1,1,14,0,0,0
/77879836963/orders/4b00ab62c286d32622f401f767931c88,Referral,1,1,0,0,0,0,0
/77879836963/orders/4b01692ccb14c72604cb837966eea08c,Direct,1,1,0,11,0,0,0
/77879836963/orders/4b05e475875d5c81d2b40baed5705735,Direct,1,1,0,103,0,0,0
/77879836963/orders/4b0cfd267934b87cceaf967b39df010a,Direct,1,0,0,0,0,0,0
/77879836963/orders/4b10e0dde05269c9a0aa3f5998a004b6,Direct,1,0,0,0,0,0,0
/77879836963/orders/4b1449d9c280f634effdacd77277f241,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/4b18753bc0150067e3db3b93b6d4a307,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/4b1f5787f8c097853ef342668b0de38d,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/4b36c66b04bf81ff03f933fcd6b17757,Email,1,0,0,0,0,0,0
/77879836963/orders/4b381e4c8cd5114ff49c29e333b58dd0,Organic Search,1,1,0,29,0,0,0
/77879836963/orders/4b3a95d4a1be8b83d3be80e94b894059,Direct,1,1,1,0,0,0,0
/77879836963/orders/4b40a93e3f63ee53dda2e2ae681a423c,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/4b4b931a0e6d2c89c0e8dfe5bddc4304,Direct,1,0,0,0,0,0,0
/77879836963/orders/4b57d57184ab49b6f6020c7c85248883,Organic Search,1,1,0,8,0,0,0
/77879836963/orders/4b7cf23e792a037556a360cf363879a5,Direct,1,1,0,0,0,0,0
/77879836963/orders/4b869130119717bdab249d682de442c2,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/4b96017e81a1d57aa6200540759daf7d,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/4b9f92dc7fddd503df46ca8919b7dcc7,Direct,1,0,0,0,0,0,0
/77879836963/orders/4ba6f819f4fc494931fdc8ebbe65bfd0,Referral,1,0,0,0,0,0,0
/77879836963/orders/4ba6fe0b54dffc202a15ea0076a026a2,Direct,1,1,0,4,0,0,0
/77879836963/orders/4bae86381b493ff83f58fe3643e0a560,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/4bb1a20c76e957a141bcf1f6b03db370,Direct,1,1,1,4,0,0,0
/77879836963/orders/4bb2af676835cb7b33427336c6d4ae1e,Direct,1,0,0,0,0,0,0
/77879836963/orders/4bb92b8093a2df1b30d5ff554519110b,Direct,1,1,1,41,0,0,0
/77879836963/orders/4bbf02136d02d839abf0d4acacb5678c,Direct,1,1,1,0,0,0,0
/77879836963/orders/4bcd2e2a7cd88dd69c29c8c7e0f1acf0,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/4bda2129e03c4e2b585d5118b0836aa8,Paid Shopping,1,1,0,6,0,0,0
/77879836963/orders/4bdab1f34e4a502fd3ce9eba2ea02e78,Direct,1,1,1,1,0,0,0
/77879836963/orders/4bf21531183cd01bef25a87324b7aa96,Organic Search,1,1,0,8,0,0,0
/77879836963/orders/4c16321727bbfa10613ed87303910039,Direct,1,1,0,5,0,0,0
/77879836963/orders/4c17a85b46617ada9ce9feb692d83c42,Direct,1,0,0,0,0,0,0
/77879836963/orders/4c201efc51df335fbf2aa09732a87fab,Direct,1,1,1,344,0,0,0
/77879836963/orders/4c237683daaa51da912f3834a43d4526,Direct,1,0,0,0,0,0,0
/77879836963/orders/4c2ad480946d82c8f725b8036e6fa174,Direct,1,1,0,0,0,0,0
/77879836963/orders/4c43fb851bafecbac88ef30a6d597bc2,Direct,1,1,1,0,0,0,0
/77879836963/orders/4c46cfe3608034e20482b53f50f91bfd,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/4c5df8deaa22b98c286817c71657457c,Paid Shopping,1,0,0,0,0,0,0
/77879836963/orders/4c664a7b0637737f42a23e8884082d50,Referral,1,0,0,0,0,0,0
/77879836963/orders/4c82d2391e0e6615d24230873fd96bf9,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/4c8839f11877eb14843b364cc0dbda01,Email,1,1,0,31,0,0,0
/77879836963/orders/4c93fa147e90e28874954ba286d7e248,Direct,1,1,1,0,0,0,0
/77879836963/orders/4c93fa147e90e28874954ba286d7e248,Paid Shopping,1,1,0,1,0,0,0
/77879836963/orders/4c9692effd6fd01692e6c5bf1f06680c,Cross-network,1,1,0,0,0,0,0
/77879836963/orders/4cc564bbd74888ebf9c6f38140976110,Paid Shopping,1,1,0,0,0,0,0
/77879836963/orders/4cc8c9023b3e978950111efb6dd1a664,Direct,1,1,1,7,0,0,0
/77879836963/orders/4cd3452f7574c564e7e015a85c89f96e,Organic Search,1,1,0,5,0,0,0
/77879836963/orders/4cd863f887b2927151389179065446a4,Direct,1,0,0,0,0,0,0
/77879836963/orders/4ce87c1883961ed1168bb7f15c831f21,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/4cfabe5690c3f8d7d64702172c026086,Email,1,0,0,0,0,0,0
/77879836963/orders/4d0b34ea2c6ac16605982f26e5a52201,Paid Search,1,1,0,710,0,0,0
/77879836963/orders/4d0de5d54c20c8f040517bd3a3be3431,Direct,1,1,1,26,0,0,0
/77879836963/orders/4d30ddf2d47936ae8afa678e595c2f7d,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/4d5be3996a67eef9d0c829f4e824aa75,Paid Shopping,1,1,0,1,0,0,0
/77879836963/orders/4d6fb58da082341b6168c4e15ced0c46,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/4d7df2a1d8932299f17a3b179f91a312,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/4d7f28865c8190e809890565cf160f5a,Direct,1,1,1,0,0,0,0
/77879836963/orders/4d7f28865c8190e809890565cf160f5a,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/4d8712198db7f85ec6e34dce10a380b1,Direct,1,1,0,24,0,0,0
/77879836963/orders/4d946dc3aa21db75945cd5927351945d,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/4d985d675d848e92ea884ebd659ab026,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/4db8bfb17bd4fb9ea1e8c17bb1a0ab79,Direct,1,1,1,0,0,0,0
/77879836963/orders/4dd7e57bcc89e34935fa797f61cf7d01,Direct,1,1,0,0,0,0,0
/77879836963/orders/4deab70b1a6662ff27dde60a68f4538e,Direct,1,1,0,15,0,0,0
/77879836963/orders/4df33c6270fd880de5112212c3d1843c,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/4e0bc570b9b528745913245aad54c508,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/4e0c5437404feb822a5e71f6b5fdfc99,Referral,1,1,0,3,0,0,0
/77879836963/orders/4e2b0b0259d75270bc2288e3b23d5849,Paid Search,1,1,0,2,0,0,0
/77879836963/orders/4e35b1b68ad70068b54009d949a50489,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/4e4c94a29f58da208372f1c129144da0,Direct,1,1,1,0,0,0,0
/77879836963/orders/4e4c94a29f58da208372f1c129144da0,Referral,1,0,0,0,0,0,0
/77879836963/orders/4e5350132db960a0467a0fb7a4ae016f,Direct,1,1,1,0,0,0,0
/77879836963/orders/4e576b4abe3a47ed08aa0aaa41442cc6,Direct,1,1,1,7,0,0,0
/77879836963/orders/4e6257027fdbd0af5015ef9ea98f3a4c,Paid Shopping,1,1,0,18,0,0,0
/77879836963/orders/4e71e98a9f20d1864f7d424661c365b7,Paid Shopping,1,1,0,0,0,0,0
/77879836963/orders/4e781c4d84eb3408bc37ad00dcf5ecd7,Direct,1,1,0,2,0,0,0
/77879836963/orders/4e7fd77da06f72c785b02fca6e353992,Direct,1,1,0,2,0,0,0
/77879836963/orders/4e88b32abbeeaa36ea1b86b5f73e1605,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/4e94d42fdd3248a02b28fcecbe502ff0,Paid Search,1,1,0,3,0,0,0
/77879836963/orders/4e955fc317f872c26aaeea169eace22c,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/4ebb1fb75ba50304192678ca698641f3,Direct,1,1,0,46,0,0,0
/77879836963/orders/4ec1fa4b7967cf46ce9842350595c902,Direct,1,1,1,14,0,0,0
/77879836963/orders/4ec5fd2757cc9d24cff78f680c9ccb0b,Direct,1,0,0,0,0,0,0
/77879836963/orders/4ec7069671786477f61e4adc7bed37c1,Direct,1,1,0,0,0,0,0
/77879836963/orders/4ecbe0e50adf231e151ebfe6dcb2dec4,Direct,1,1,0,8,0,0,0
/77879836963/orders/4ecdf51eac247cda64e4d871ebe9636d,Direct,1,1,1,0,0,0,0
/77879836963/orders/4ee2466ab70c6679437427444f3d1e2e,Email,1,1,0,1,0,0,0
/77879836963/orders/4eeb624a5880472c64fd23d7a3b7555b,Direct,1,1,1,0,0,0,0
/77879836963/orders/4eeb624a5880472c64fd23d7a3b7555b,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/4eed8378b1afd33eb94cace38b2f4230,Direct,1,1,1,4,0,0,0
/77879836963/orders/4eed8378b1afd33eb94cace38b2f4230,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/4effadf331e1e64db4cf741f065dee23,Organic Search,1,1,0,20,0,0,0
/77879836963/orders/4f0a3b716ab2ae51b6efd9c187e91e12,Organic Search,1,1,0,3,0,0,0
/77879836963/orders/4f17ab5721d0790814069264f333d4f1,Direct,1,1,1,5,0,0,0
/77879836963/orders/4f2781f71c0acd3d2de99b4bead12f43,Direct,1,1,1,0,0,0,0
/77879836963/orders/4f2781f71c0acd3d2de99b4bead12f43,Email,1,0,0,0,0,0,0
/77879836963/orders/4f3375706a76ce7c7f5d778c9b41b359,Referral,1,0,0,0,0,0,0
/77879836963/orders/4f40ee7f3a3856d77268245211d0b0a6,Direct,1,0,0,0,0,0,0
/77879836963/orders/4f41f77baea4af5cc087881bfbf74218,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/4f614786d27c7445a989fc725557f1ca,Direct,1,1,0,0,0,0,0
/77879836963/orders/4f7dc7afe005a32058f4c137f0a7c397,Direct,1,1,0,9,0,0,0
/77879836963/orders/4f8dd82b521622a861aa4935fa16ac97,Direct,1,1,0,46,0,0,0
/77879836963/orders/4fa3a3839fef43216ae4558a218d50be,Direct,1,1,0,0,0,0,0
/77879836963/orders/4fb73025fd41df532f089e987ac78d3f,Direct,1,1,1,3,0,0,0
/77879836963/orders/4fc448acc4df249d900af308e47ead9f,Direct,1,1,1,51,0,0,0
/77879836963/orders/4fcd7f7deb839f53f233af7badb96f74,Referral,1,1,0,0,0,0,0
/77879836963/orders/4fdcd24e7287602dd32ff6979acabea1,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/4fdcd24e7287602dd32ff6979acabea1,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/503bfd63e99c70690ff0366a8ce69eda,Direct,1,1,1,3,0,0,0
/77879836963/orders/504b3fd903e9dcd80bc90ec8d7cf6081,Direct,1,1,0,0,0,0,0
/77879836963/orders/50552c5a693bafb1ae6d2a5349e110ad,Direct,1,1,1,0,0,0,0
/77879836963/orders/50552c5a693bafb1ae6d2a5349e110ad,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/50639db44cac31b780bf832964fd2b51,Referral,1,0,0,0,0,0,0
/77879836963/orders/506d20f47834c244457577c34429dcb6,Direct,1,1,0,42,0,0,0
/77879836963/orders/506e183f74a6b51351075e674b2835d8,Paid Shopping,1,1,0,0,0,0,0
/77879836963/orders/50794d76e2ad787981d278bdfecc83a0,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/5094351b05ea7949373e38039766682e,Direct,1,0,0,0,0,0,0
/77879836963/orders/5094b750dd1db15aeb93bdbdcbc91a48,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/509c2c91ca177b81767368d3cd5ea96b,Direct,1,1,1,23,0,0,0
/77879836963/orders/50b1c294f49ab159af6498164e92b01f,Direct,1,0,0,0,0,0,0
/77879836963/orders/50b9368932713cab0465ae36e83c5b11,Unassigned,1,0,0,0,0,0,0
/77879836963/orders/50c18971bf8385cdc24450703384d469,Direct,1,1,1,19,0,0,0
/77879836963/orders/50c8bde67a9af2be526076166baed0d9,Direct,1,0,0,0,0,0,0
/77879836963/orders/50caa4ce8444005555e02b4b5eac1034,Paid Shopping,1,0,0,0,0,0,0
/77879836963/orders/50f5228b0413f52021a99e6e2a4360c5,Direct,1,1,1,5,0,0,0
/77879836963/orders/51283605177f6f1ad7093bc6427e50ed,Email,1,1,0,0,0,0,0
/77879836963/orders/51335f43b980f4803aa925b0eb3d6a93,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/513c83f3db9a2e0bb05986b488a8293c,Direct,1,1,1,0,0,0,0
/77879836963/orders/51635e6d59aa2656333fd225887b0314,Direct,1,0,0,0,0,0,0
/77879836963/orders/5175474b05983e859a224498aa56ae2a,Unassigned,1,1,0,9,0,0,0
/77879836963/orders/51807906a8b09624791aea8e1e7cf721,Direct,1,1,1,8,0,0,0
/77879836963/orders/5182e5abb1e0e45e1fe01bc413e0abb9,Direct,1,1,1,103,0,0,0
/77879836963/orders/5190fbe7d46f8ac4963589f79b161870,Direct,1,0,0,0,0,0,0
/77879836963/orders/51a736e9040f0c4702e4abcc13310621,Direct,1,1,0,24,0,0,0
/77879836963/orders/51a8827665d1578c8b0704b24bd0f128,Direct,1,1,0,0,0,0,0
/77879836963/orders/51b5533c28edd442c37698fb19299159,Direct,1,1,1,0,0,0,0
/77879836963/orders/51c1308aeb948ce9750832d026c7dd63,Direct,1,1,1,0,0,0,0
/77879836963/orders/51c60b2cfb73eca28d6f54f4bb1ba888,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/51c9d2f3df79ecb8a87e17abcfd4b2e8,Direct,1,1,1,23,0,0,0
/77879836963/orders/51d200759728b40eb0a662ad283d7092,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/51d4c36a69dea07e3c4108076bf914ee,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/51e3933f661273b6788b5d3606b0e6d7,Direct,1,1,1,0,0,0,0
/77879836963/orders/51e53c6e54405bccbe3ef5f0b12896f5,Direct,1,1,1,0,0,0,0
/77879836963/orders/51efb6f6ddfefbec6c839db22963ec93,Direct,1,1,0,6,0,0,0
/77879836963/orders/52099081f3c75da616281c4be966d2b1,Direct,1,1,0,0,0,0,0
/77879836963/orders/521b52166a2391bcdf2d83eb4d201921,Email,1,0,0,0,0,0,0
/77879836963/orders/5220a963333453c4f43bd4b0aa12fc1c,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/525a930322a7cf7732f81329aceba697,Unassigned,1,1,0,0,0,0,0
/77879836963/orders/526013abe3856146c6c2be83e5396810,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/526756af4f1849da0836fb5f24e037cc,Paid Shopping,1,1,0,0,0,0,0
/77879836963/orders/52737eed3ad785f85fe606f408ddb91f,Direct,1,1,1,0,0,0,0
/77879836963/orders/5275f9b597a17766fd667dfb4a652895,Direct,1,1,1,10,0,0,0
/77879836963/orders/5283f3b3c3cfaccb77c5cbc2d040fe6b,Direct,1,1,1,3,0,0,0
/77879836963/orders/528590282c5039d577fe91041aebc2e8,Direct,1,1,0,0,0,0,0
/77879836963/orders/52919ab8ace3ac9bb1aa30835598b3da,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/5299acfb6f6933b0fdf3257e420bd650,Direct,1,1,1,0,0,0,0
/77879836963/orders/529f79761797dff389d5b89f45b1e2cd,Direct,1,1,1,2,0,0,0
/77879836963/orders/52a9e150fac141176dfbb6aa34686869,Direct,1,0,0,0,0,0,0
/77879836963/orders/52c9f7df8dc0561defd5eced49bd14e3,Direct,1,1,0,29,0,0,0
/77879836963/orders/52e33cc3e9f85710370743fb9bda7131,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/5301bff9a5a605e89a579206a0d1862b,Direct,1,1,0,0,0,0,0
/77879836963/orders/5308e18c1e31ddf20d3e6269d6bf6e4e,Paid Shopping,1,0,0,0,0,0,0
/77879836963/orders/5310328074dcdc0f47e1e46328539f03,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/5313de9b38928c37c8d9adc54c4df09e,Organic Search,1,1,0,13,0,0,0
/77879836963/orders/53212948ac894c5f5ed809d5687702b6,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/53224b6d9550afe816b5ca4555f3ec8c,Paid Shopping,1,1,0,0,0,0,0
/77879836963/orders/532727b2229707fea74b655c888dc967,Direct,1,1,1,0,0,0,0
/77879836963/orders/5341d587597a86b23c89b1bf230b41f6,Referral,1,0,0,0,0,0,0
/77879836963/orders/5346d3f1ae8a2dd540f9150d23fcef20,Direct,1,0,0,0,0,0,0
/77879836963/orders/534877a487b0e8294ba75c7bae446647,Direct,1,1,1,0,0,0,0
/77879836963/orders/534b078cb3eba2f4941720366dd73001,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/535411f5e7eae26155fbdc86790b93be,Direct,1,0,0,0,0,0,0
/77879836963/orders/5356d5aa5e204f715e5f81322c3f912d,Direct,1,1,0,0,0,0,0
/77879836963/orders/5357372ff10491e024ded7aa444ce67e,Direct,1,0,0,0,0,0,0
/77879836963/orders/536c5093382d91d6cbcf73ff7808d95a,Direct,1,1,1,0,0,0,0
/77879836963/orders/5383b9ba07747e3717c8944ec0be6e9c,Direct,1,0,0,0,0,0,0
/77879836963/orders/53876eec0a700af5dc68b45665477b99,Direct,1,1,1,146,1,410,1
/77879836963/orders/539112526a191ac9bbdc55ed146d86fb,Paid Search,1,1,0,7,0,0,0
/77879836963/orders/53a722a3c0eb85fd054a90628e10275f,Direct,1,1,1,14,0,0,0
/77879836963/orders/53af13a7f9450975129ca8924a809d4f,Direct,1,1,1,0,0,0,0
/77879836963/orders/53ce0de17e8516debaf8e89d12bd6e23,Direct,1,1,1,3,0,0,0
/77879836963/orders/53da62d25c110550f92c124083c839af,Paid Shopping,1,0,0,0,0,0,0
/77879836963/orders/53e8db68791ea034b7c965399cf5ec23,Direct,1,1,0,0,0,0,0
/77879836963/orders/53e9e042e9e354be5fe70d8a31a76a67,Direct,1,1,0,0,0,0,0
/77879836963/orders/53ed88aab810eac2a64cc44e4f9fc66f,Direct,1,1,1,4,0,0,0
/77879836963/orders/53eec32febb11bd2fa6fbc0f05b7cb3d,Direct,1,1,1,0,0,0,0
/77879836963/orders/53f2facbfbbb664237d4c5df8eaee864,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/540625458781657936d2f833b15005aa,Direct,1,1,1,3,0,0,0
/77879836963/orders/54083d3dda56865105f3231ac7d92e86,Direct,1,1,1,16,0,0,0
/77879836963/orders/54083d3dda56865105f3231ac7d92e86,Organic Search,1,1,0,25,0,0,0
/77879836963/orders/541dab6a0c9ee58ed6cf3e6ad97bebf9,Direct,1,1,1,4,0,0,0
/77879836963/orders/542e453d247552e4b4bc98a18a9a7d19,Direct,1,1,0,0,0,0,0
/77879836963/orders/5430fe06afc537971dfb98f1f51a4373,Direct,1,0,0,0,0,0,0
/77879836963/orders/5433d5d6742b192f5a460cd70a03e143,Paid Shopping,1,1,0,0,0,0,0
/77879836963/orders/544bb3d3412e2cee13db2954f7a9b12d,Direct,1,1,0,7,0,0,0
/77879836963/orders/5451c3587720977b4f9855d0c0a42b6f,Direct,1,1,1,0,0,0,0
/77879836963/orders/5463e0ce0838177ff2d6e89f0f552c0e,Paid Search,1,1,0,1,0,0,0
/77879836963/orders/54895bb92dccb259d2e07c73340e148b,Direct,1,0,0,0,0,0,0
/77879836963/orders/5499537e44dcb8ddd1f6286ed607809a,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/549ba12fe60351bf9a93099e283e0654,Direct,1,1,0,3,0,0,0
/77879836963/orders/549bca6529f2c79373eadad13c588a34,Organic Search,1,1,0,0,0,0,0
/77879836963/orders/54c07562c213640c30caf89125c1e9ee,Direct,1,1,1,0,0,0,0
/77879836963/orders/54db8fe27fed97d8f014766bd9042dd6,Organic Search,1,1,0,5,0,0,0
/77879836963/orders/54eb0a1455b1cf618ba1f3f71bdce751,Direct,1,1,1,0,0,0,0
/77879836963/orders/550405873137fcb9abf88680e6c9f2e1,Direct,1,1,1,2,0,0,0
/77879836963/orders/550598bfd3c3b4e1d7cb055873e3e813,Referral,1,1,0,17,0,0,0
/77879836963/orders/550598bfd3c3b4e1d7cb055873e3e813,Unassigned,1,1,0,46,0,0,0
/77879836963/orders/55062061926a74d9d1b55f2053836a3a,Direct,1,1,1,8,0,0,0
/77879836963/orders/5507819bf35697e4655020e776e13878,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/5527d58a5cff24dc2c8d75ca38588388,Referral,1,0,0,0,0,0,0
/77879836963/orders/55306cbaa590bbe1d88a8ade14bfccda,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/553410986b8dc238598f1e652b5b5ee2,Referral,1,0,0,0,0,0,0
/77879836963/orders/553d8317432fecad108ec1fc6f8d2498,Direct,1,0,0,0,0,0,0
/77879836963/orders/554a48f656cb0f96bc1e8427c3300aa0,Direct,1,1,1,10,0,0,0
/77879836963/orders/5551a93ecf2fa35cb3d4c9cb84953a90,Direct,1,1,0,0,0,0,0
/77879836963/orders/556aa68dab3e3451f550ea6d2eb57cfd,Direct,1,1,1,28,0,0,0
/77879836963/orders/55a08ead76272a45da24951e59f226ec,Cross-network,1,1,0,4,0,0,0
/77879836963/orders/55b7bd2e698444979df51e4bfc3a641f,Paid Search,1,1,0,0,0,0,0
/77879836963/orders/55c889af2990b446a89444a82bfb42b8,Direct,1,1,0,22,0,0,0
/77879836963/orders/55c9fb058e2a3db1a43076361e58dff5,Paid Search,1,0,0,0,0,0,0
/77879836963/orders/55ce4c971e138dcd0c9796b11ed02176,Direct,1,1,0,13,0,0,0
/77879836963/orders/55eec3260abc726f8ae5aa8c8cc36f92,Direct,1,1,1,19,0,0,0
/77879836963/orders/55f771a6ccfc2b8314f50a20c77adcd0,Direct,1,1,0,0,0,0,0
/77879836963/orders/55fbe014ca484b841a0355c9ec95ea9b,Direct,1,0,0,0,0,0,0
/77879836963/orders/560481608f6016fe6d5036cab2df811a,Direct,1,1,0,0,0,0,0
/77879836963/orders/560c19f8e7f63b7ce1d4aaefb7cd7abd,Direct,1,1,0,2,0,0,0
/77879836963/orders/560d946c3607163b4a184538a38a7e1f,Direct,1,0,0,0,0,0,0
/77879836963/orders/5610d99a2a829f8a0c17c9b3c5906f6a,Direct,1,1,0,2,0,0,0
/77879836963/orders/561bacb1bd412cd5fb379c7e0590c8c9,Direct,1,1,1,0,0,0,0
/77879836963/orders/562578058471ccef285654293472923c,Direct,1,1,1,0,0,0,0
/77879836963/orders/562990df91b024093f876ce24409899d,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/56438b4dc1fad3ddf59e10ce77e0ad66,Direct,1,1,0,881,0,0,0
/77879836963/orders/5664a4053d9145296fbcac085f6b6a6d,Direct,1,1,1,0,0,0,0
/77879836963/orders/5664a4053d9145296fbcac085f6b6a6d,Paid Search,1,1,0,7,0,0,0
/77879836963/orders/566adb580ee4da08021917b019d8b587,Organic Search,1,0,0,0,0,0,0
/77879836963/orders/566f0692c2c756135e174d60d1c356cd,Direct,1,1,1,0,0,0,0
