# ----------------------------------------
# Landing page: Landing page
# Account: Harpar Grace International
# Property: Revitalash GA4 (LIVE)
# ----------------------------------------
# 
# All Users
# Start date: 20240330
# End date: 20250330
Landing page,Session default channel group,Sessions,Active users,New users,Average engagement time per session,Key events,Total revenue,Session key event rate
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJLOEZGSEJFMllEWkpUNTQwQjFKV1ZU,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJNQjBUREdHMEpGM0RSOTNXSjFGWDlL,Direct,1,1,0,5,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJNWVYyRjFLSERTSDFHN1IwV1A2TkhH,Direct,1,1,1,29,1,92,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJOUDk4MDFWU0M1SkQxREpIRzBLRDJH,Direct,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJOUlk5WUtQQjkzWlFaMTkzODY2WVdK,Direct,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJOVjFCUlhFUFhFWDZRNDVGUTlaWTlD,Unassigned,1,1,0,84,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJQNFJTQTJWTVpZRTVQTUI3VzNWNTBQ,Paid Search,1,1,0,40,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJQQTNTWTMxMDgwR0gyOUg2MTZUWUtT,Direct,1,1,0,24,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJRSEtUV01NNTY2V0IyMEc4MTBNSkE3/thank-you,Email,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJSWUI0OE5FMjdFWTdKRTZRUzZEUERX,Direct,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJTMVRQSkgzREowR1BNTU5YMkhBQTFC,Paid Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJTODRLOE5BR0QyRTUwWlZKNllNQUFW,Direct,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJTOFgwSEZEV00wQzZTQlJYNENGOVRT,Direct,1,1,1,100,1,59,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJTSFNCU01SOEFUTUhWWlpSNEVNNUZF/processing,Paid Search,1,1,0,33,1,69,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJTU0o3RlFUM0tTQUg0SzdEM1k0NTYw,Direct,1,1,1,83,1,177.8,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJTVjI4S01INVFKTlBGRjg2MVJKUjNY,Organic Shopping,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJWNDFRRFgyM1JTR1pLM1JNMlJZN1Yx,Email,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJXM1ZLUTZHUTU4OTdFRTJBMkZDUVk2,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJXWVI2WjhCTUJTMU5UMjlOQzdTOU1D,Organic Search,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkJaQzkwRFJSUTRWNlZQMDhNQVpCQ0Ew,Organic Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkM0M0JQTkRUN1M5M05UVDg4MVlEQ1dK,Direct,1,1,0,210,1,125.1,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkM0OFlWS0JBRTZBNVg2Wlk1WTI4QUhW,Direct,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkM1QVRDUzhZMjJaWjdUQ1RDMDFKR0ZF/processing,Organic Search,1,1,0,60,1,203.2,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkM1SlcyWDVaRTJDQk5WUTA5WEQ5Rkoz,Unassigned,1,1,0,222,1,162.2,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkM1TlFHMzNTRzMzVkVSWDlEQTRBMTk4,Organic Search,1,1,0,267,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkM2MzlSMk1XTTc4NlBYOTFSUlFZWktO,Direct,1,1,0,140,1,151.2,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkM2VlRUNTFQU1BIS0pQVlEzUDZaTVJK,Direct,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkM3OTYxSEZBMVI4S1ZNU1NWVEZNUVA3,Paid Shopping,1,1,0,541,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkM4MThOUzJBUlpUMjJIWDk2MFdHOTlR,Paid Search,1,1,0,44,1,62.1,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkM4UzU2RFRaM0s0NlREMEVBOUFUTjZD,Paid Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkM5R0NSVjUwOUhBOFlFUTc5QzBYQkEw,Direct,1,1,0,145,1,59,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkM5RFE5VFJZQlM1VldFWjdOVzg0ODVG,Direct,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkM5RVlGREdCN1o0TVlNQjU0UjIxNTVQ,Paid Shopping,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkM5SFdROE5RVDM1MU5aTjFNU0tDNEs3,Paid Search,1,1,0,197,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkM5SzBNWjBWNENEOEtXQzNRQUg3SktS,Direct,1,1,1,166,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkMwQU5XOFFWSk1FUE1UQkJEWThBUDY4,Direct,1,1,0,15,1,205,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkMwTUZSODhLSEtUWTNIV0pUV05IQk1T/processing,Organic Search,1,1,0,34,1,125.1,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkMwUURFQ0g1NldXVlRWWEtaV1BLUVpZ,Direct,1,1,1,19,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkMwWDU5TUJRMFM4QTJUNDE1VDJSRE5O,Referral,1,1,0,129,1,33.3,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkMxNUI3WDNENjBIMFhBRFo3UFNERDdX,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkMxQzNKV1pURTA4N0FTQzNHVjdXNUUw/thank-you,Paid Shopping,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkMxRDZYSjFYSkQxNTFITjU2TURRSjcw,Organic Search,1,1,0,41,1,59,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkMxS0VRMVJHNEhZSlowVFFLM1BCQjdL,Paid Search,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkMxSlBBME1TV01LMEVQQlkzUTgzRjFU,Direct,1,1,0,510,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkMxSzhQVEFXQTRXSDVUS0JWQ0JOU0Q5,Organic Search,1,1,0,30,1,99,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkMxTUY1RVBFSDYzNkNGRk1WSlJHRFRY/thank-you,Organic Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkMyS0JWRkRKNlFKVEo0OFM1RUtaQjFD,Paid Search,1,1,0,65,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkMzNVpZMFY5QThaVDVYWUpSUlI4WjdE,Paid Shopping,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkMzQlJSTVg3ODhKUVZZRlhITlRCNTMz,Paid Shopping,1,1,0,79,1,59,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkMzWUhCUVA0SDczQlpHMVBNQUJHUTY3,Direct,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNCQ0FESEZKUFA5VjJRUTZFSlBOOVoz,Unassigned,1,1,0,87,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNDQlAyTTcwSDhDSFJKSjFaRlQ5SjYw,Organic Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNDUjdNRVI0MUVOUURQUTBCTkIyNkMz,Direct,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNFQzBLQjg5RFM3Q1E0UU5CWEVDN0RU,Paid Search,1,1,0,6,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNFQzBLQjg5RFM3Q1E0UU5CWEVDN0RU/processing,Paid Search,1,1,0,16,1,53.1,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNFR1FFWjgwMThNSDdLSERDOEM3M0dO,Organic Search,1,1,0,30,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNFUkM4Ujk3UFNSR0JNS0czRFIxN1ZR,Paid Search,1,1,0,31,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNGNkZGMEo1QVlYSDhCVjMxTU5OMzBI/processing,Organic Search,1,1,0,11,1,92,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNGU1RHNjdFTjIyVlFSRjRDTjNTRkc0,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNHMUJDWTlaUTlZRDJQREhHR05CQkQw,Paid Search,1,1,0,139,1,53.1,1
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNHMzZSSEZYQkhCU1NOV1hOOE5ESkU2,Paid Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNHQ0ZDSjQ3TjROUTcySjRXMDZKTVBF,Direct,1,1,0,1,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNKQlozS0Q1N1pQU0RRN1ZXMko2QTRL,Referral,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNKWUhGRzJNSEUzSFg5R01SS0VKVDZN,Direct,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNLMERTWkhXRUo4MDNKVE4zSkpSQzVU,Direct,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNLNVlWNk5FR0UwMVI1UDA0R0RNSktH,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNLRVJRRFkwNkhXWlFQNTRUN0dTUzFE,Direct,1,0,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNLWUNZQ1QwRVlHNlk5S0pWVFNLV05D,Direct,1,1,1,1,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNNWTdUS001NzhZMVM3WUFTUDY1S0ZQ,Organic Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNOOEQ5VEJTQjhZQ0oxNEVLQjJBNDBW/processing,Direct,1,1,0,33,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNOR1M2NVdGMFA4WllEOVNIR1dNWDZR,Paid Shopping,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSkNORDdCN002RVBFMUVERDRSUlBUTjJH,Organic Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlA1MEJHWlo2WDU2MFZYWTE2RkNZSkZG,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlA2UjRRWEI5NllFMEEyVjZXU0M0UzJX,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlBBNzFaRlcwMThGNUtXOE0xTTVDRFNF,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlBDU0VBMUYwTlM2WkQxRTlGUDNEUDda,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlBFWTFRMDdYQ0ZYRUY5WTRFWjVEMDNK,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlBHV01HSE5WUk1WQTlLNDFXNUdLWU5L,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlBIWDFKR05BRlM3QU5DS1E1RFo2MjhE,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlBNTUNXWDI1Q0UwNlAyOVAyNVg1UTA3,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlBRMzgxWjQxNkJCQTM2UUFBNzM0R0RN,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlBTTUMzTkUxVFBKR05LQUVNTUdINUQ5,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlBWWVJNQkc4TlpaV0tXWFFFTVg5SEcw,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlBXUDlSRDBEQVlSUFBIVjc0TjdFWVJC,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlBXWjkxOTFIWU5OQjc3QUVWRDRYUFBK,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlBZUzc3UFZLSlowRDVSR0NKWksxUlRL,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlE2R1NSU0NQVlpQRUE5UkJFSEtEWFo5,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlE4SENOVFY1UUpLRllaSjhTMzFNVkJZ,Direct,1,1,1,35,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlE5MlIxRU5ZV1FYS1FTTjBSWDcwTlgy,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlExOEs3Tk44QzVCWFIwTjZRNkhZUTBO,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlEzWEoyRFREMVJZTUVKRzhXQUJFMUFB,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlFCTUREUkpWM0ZKN0NRR0ZBM0NBODhC,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlFEVDdTRkQ3SlNZN01UOTRSNUVGQU5I,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlFIMFJWUzVBVzlENEJDTlA5MThaM1dF,Direct,1,1,1,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlFINk5IWVRaTlFQREI2VjUwRkJZQU1E,Paid Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLWVhc3QxOjAxSlFLUkFRS1JHS1hYQjlOOUpDMFNBN1Ix,Paid Search,1,1,0,0,0,0,0
/checkouts/cn/Z2NwLXVzLXdlc3QxOjAxSjY5MTBKNlJCUTI5NDM4MlZaVFNBVjhK,Unassigned,1,1,0,37,1,79.2,1
/checkouts/cn/a0d9f7861c50a2c3fb79498dd7bbe4e5/thank_you,Unassigned,1,1,0,3,1,116.1,1
/checkouts/cn/a11ac16422b9d6214ee68b5f7bfd03e8/thank_you,Paid Search,1,1,0,11,1,291.9,1
/checkouts/cn/a1e889395d64bf8564f262019baa8d91/thank_you,Cross-network,1,1,1,21,1,109,1
/checkouts/cn/a1e889395d64bf8564f262019baa8d91/thank_you,Unassigned,1,1,0,3,0,0,0
/checkouts/cn/a1ef361da9aa3cb2abf94b674cf29e42/thank_you,Referral,1,1,0,9,1,150.262726,1
/checkouts/cn/a1f917ea891bd7e177c49561901ade02/thank_you,Paid Search,1,1,0,303,1,99,1
/checkouts/cn/a2c5c33b101285d505469e6b2630a5cc/thank_you,Direct,1,1,0,57,1,194.6,1
/checkouts/cn/a3390e427e49063cce12af7a9f66b512/thank_you,Organic Search,1,1,0,22,1,156.8,1
/checkouts/cn/a40aa51bc3ba8e47b05bb1d6d8b01a05/thank_you,Unassigned,1,1,0,0,1,41.4,1
/checkouts/cn/a645a1241c0ef3140161ad43f1c5dd65/thank_you,Direct,1,1,0,0,1,139,1
/checkouts/cn/a8f667f05a37f3dcdfe6e9d957d9d9f1/thank_you,Organic Search,1,1,0,0,1,103.827821,1
/checkouts/cn/a95c1226fedcea0d3309a8a550ffb9f5/thank_you,Direct,1,1,1,0,1,29.7,1
/checkouts/cn/a9afcb9d26126f1ce54d6eb2d12ed0a7/thank_you,Organic Search,1,1,0,38,1,149.4,1
/checkouts/cn/aa0f835140d1bd9eff130a624c7c90a0/thank_you,Direct,1,1,0,0,1,103.2,1
/checkouts/cn/aa58414e1832f3c60d156ac170ad4f2c/thank_you,Unassigned,1,1,0,12,1,205,1
/checkouts/cn/aab8a0e44bcff6464102ae8695ba9ad0/thank_you,Organic Search,1,1,0,5,1,53.1,1
/checkouts/cn/aaf24b3173dd524e41d8c68d956f1194/thank_you,Unassigned,1,1,0,0,1,89.1,1
/checkouts/cn/ad2aef5ded21370e754200d9cdda9f8b/thank_you,Paid Social,1,1,0,97,1,125.1,1
/checkouts/cn/aec8740525a8cb010b3ab95610a76bb9/thank_you,Email,1,1,0,3,1,59,1
/checkouts/cn/b2b9eb935e7c63b1bbee7ac1ea632036/thank_you,Paid Search,1,1,0,23,1,103.2,1
/checkouts/cn/b4b51ae1fafc7d3c044c958c9d4e7573/thank_you,Direct,1,1,0,10,1,129,1
/checkouts/cn/b71d547f2f4971f297184181331ab2c8/thank_you,Organic Search,1,1,0,4,1,115,1
/checkouts/cn/b74cf916866cf9be7da890e8b1c3fc5c/thank_you,Unassigned,1,1,0,2,1,33.3,1
/checkouts/cn/b8897ba82611ac23be54173ed5d05b4f/thank_you,Direct,1,1,1,0,1,37,1
/checkouts/cn/b88dd7bb4ffe438e69fcbf44d1f8140e/thank_you,Organic Search,1,1,0,4,1,89.1,1
/checkouts/cn/ba21dc37539e402ac36954b5a5842185/thank_you,Paid Shopping,1,1,0,9,1,59,1
/checkouts/cn/bc8aef1acc79a02497729f414643ae6b/thank_you,Paid Search,1,1,0,4,1,139,1
/checkouts/cn/be289c1c43281b0a47bb0ae6646bbc64/thank_you,Referral,1,1,0,32,1,184.5,1
/checkouts/cn/be9d5874620d8401771b6c10cf5df513/thank_you,Direct,1,1,0,0,1,53.1,1
/checkouts/cn/c1-200cd93780155f05875d5b631d191a88/processing,Paid Search,1,1,0,57,1,116.1,1
/checkouts/cn/c1-233274960445060c3613b77035a1f6d0,Organic Search,1,1,0,10,0,0,0
/checkouts/cn/c1-2efa2ec53361611241f34a8762bd8277,Direct,1,1,1,250,0,0,0
/checkouts/cn/c1-3c13da8fe857bc05d2956d94ba71bdee/thank-you,Referral,1,1,0,0,0,0,0
/checkouts/cn/c1-48bdd7e4dd3cd74d87e601e05c728c35,Direct,1,1,1,247,0,0,0
/checkouts/cn/c1-62f18ae9273a98a294017eaee278fdcf/thank-you,Referral,1,1,0,0,0,0,0
/checkouts/cn/c1-6c4ebcbe04fef7ea22e8a45b781196ba,Paid Search,1,1,0,0,0,0,0
/checkouts/cn/c1-762830cf9a1ddc50c283747ccf1f91b3,Organic Search,1,1,0,56,1,59,1
/checkouts/cn/c1-8e297144b1b8dad6ea684d5da8e3aa5c,Cross-network,1,1,0,0,0,0,0
/checkouts/cn/c1-8e297144b1b8dad6ea684d5da8e3aa5c,Direct,1,1,1,0,0,0,0
/checkouts/cn/c1-8e297144b1b8dad6ea684d5da8e3aa5c,Paid Search,1,1,0,0,0,0,0
/checkouts/cn/c1-c49d9e5bbaa11ee2dfff9bc76160c511,Direct,1,1,1,25,1,94.5,1
/checkouts/cn/c1-c69fe01f14f0e58dbcf97464199514ea,Direct,1,1,1,49,1,98.1,1
/checkouts/cn/c1-cbc7680d28f2e970485287a9cd64433b,Organic Search,1,1,0,101,1,116.1,1
/checkouts/cn/c1-d1ef7eea94e7ffb25c21241445439be8,Direct,1,1,1,0,0,0,0
/checkouts/cn/c1-d95f7df0e01e127f9d68c705eb6c10e6,Paid Search,1,0,0,0,0,0,0
/checkouts/cn/c1734d861cb814264b1904823fdd8e28/thank_you,Paid Search,1,1,0,1,1,168,1
/checkouts/cn/c35b3efbada40b51a8fc904b12f3646b/thank_you,Paid Search,1,1,0,190,1,29.6,1
/checkouts/cn/c3bf2d21b05b00d0f0325b593b74f9b3/thank_you,Direct,1,1,0,1,1,47.2,1
/checkouts/cn/c3cecbe68c7fdd143478f284b0846dc2/thank_you,Direct,1,1,0,4,1,139,1
/checkouts/cn/c451def771aa6453619d4889225db50d/thank_you,Paid Shopping,1,1,0,3,1,59,1
/checkouts/cn/c55034c55f2a652301a40c47e0eda266/thank_you,Referral,1,1,0,1,1,59,1
/checkouts/cn/c5518ecf769034f6045643fd086dbac4/thank_you,Paid Search,1,1,0,1,1,162,1
/checkouts/cn/c552f224dd769f8c52f5231af1473334/thank_you,Organic Search,1,1,0,22,1,47.2,1
/checkouts/cn/c684e564b0d27b1517e21a9469f7d51a/thank_you,Organic Search,1,1,0,5,1,99,1
/checkouts/cn/c7c28f1c859f53a967009d5000fe4ca7/thank_you,Email,1,1,0,22,1,105,1
/checkouts/cn/c9ac3649594483c24d65c4508025d6b4/thank_you,Direct,1,1,0,8,1,53.1,1
/checkouts/cn/c9ad68a26d74201ea53a5454a36748c8/thank_you,Organic Search,1,1,0,4,1,139,1
/checkouts/cn/ca44c7609edddde43e697725620d2fe5/thank_you,Paid Shopping,1,1,0,0,1,59,1
/checkouts/cn/ca7ef7343968eabdf9752cabf53e8f33/thank_you,Referral,1,1,0,14,1,53.1,1
/checkouts/cn/ccd3036a57aa37e0e07221210bf1fb28/thank_you,Organic Search,1,1,0,0,1,185,1
/checkouts/cn/cd780fce100aa4c67445dc3c4f600fa1/thank_you,Referral,1,1,0,1,1,47.2,1
/checkouts/cn/ce19c233fac5139d1165b019400e7e6c/thank_you,Direct,1,1,1,31,1,37,1
/checkouts/cn/cf4e4765506c01334ff565d51ddab3a6/thank_you,Paid Shopping,1,1,0,263,1,125.1,1
/checkouts/cn/cfb662557899bffdd236670481227e57/thank_you,Paid Search,1,1,0,26,1,99,1
/checkouts/cn/d00c5b8afd939a97dfdb99460ffdff36/thank_you,Paid Search,1,1,0,3,1,87.2,1
/checkouts/cn/d1705f63a34854272427a6a92f264c22/thank_you,Direct,1,1,0,13,1,59,1
/checkouts/cn/d36008cfc2b692d9e090dc40b4af4eb8/thank_you,Direct,1,1,0,365,1,118.15,1
/checkouts/cn/d3abe78c51b07ca4014c375d341268e0/thank_you,Unassigned,1,1,0,14,1,139,1
/checkouts/cn/d466b52ef34720475864d717d1a3c23a/thank_you,Direct,1,1,1,8,1,99,1
/checkouts/cn/d59753972897472e3e5f3ae050ac0b8f/thank_you,Email,1,1,0,15,1,129,1
/checkouts/cn/d6279a7db04da4391a116784052e1d81/thank_you,Organic Search,1,1,0,8,1,158.4,1
/checkouts/cn/d6cf3edceaa1c3c7abfc6072f5649ca1/thank_you,Direct,1,1,1,0,1,99,1
/checkouts/cn/d7361947f984603728af1edb14caba79/thank_you,Direct,1,1,0,7,1,98.1,1
/checkouts/cn/d9d2ee9491c7fe355c0e6a85ecd8a500/thank_you,Direct,1,1,1,0,1,59,1
/checkouts/cn/daa23d001340ca251cf45f90f6fd0351/thank_you,Direct,1,1,1,25,1,103.2,1
/checkouts/cn/db39208376d3623e2e846bb931c5fce3/thank_you,Unassigned,1,1,0,0,1,175.051574,1
/checkouts/cn/dc00f5b587402e9c13ac25413aaaa36f/thank_you,Direct,1,1,1,5,1,99,1
/checkouts/cn/de6e38209291bd70ca47f5090e2620e1/thank_you,Unassigned,1,1,0,73,1,99,1
/checkouts/cn/df187b56f9791117507ea740385c13ba/thank_you,Direct,1,1,0,63,2,132.3,1
/checkouts/cn/df518f4316d3cfc930e085f37d878a35/thank_you,Unassigned,1,1,0,0,1,125.1,1
/checkouts/cn/df9aebc7a3252ab242181748dd83922b/thank_you,Referral,1,1,0,15,1,59,1
/checkouts/cn/e0960e7389988a34879c0bb331952931/thank_you,Direct,1,1,0,20,1,53.1,1
/checkouts/cn/e14443aa6e69c933be686e531f60c907/thank_you,Paid Search,1,1,0,0,1,74,1
/checkouts/cn/e27ea81f72d83ca9884da94d0d6f55d1/thank_you,Paid Search,1,1,0,22,1,55.2,1
/checkouts/cn/e2ea4b81b1ac7579419307deb80aeca2/thank_you,Organic Search,1,1,0,9,1,129,1
/checkouts/cn/e31c3e40d210418e1aa6818784e071bd/thank_you,Direct,1,1,0,1,1,109,1
/checkouts/cn/e4dd6321515862351ac8ef53e1f83069/thank_you,Paid Search,1,1,0,34,1,129,1
/checkouts/cn/e55820303af965788bd6b7a664526a71/thank_you,Direct,1,1,0,0,1,115,1
/checkouts/cn/e9d8cafe93946f93c2b660cb6a2b7676/thank_you,Unassigned,1,1,0,0,1,37,1
/checkouts/cn/ea34fa6f25ebd548a3e2a00bc32668c7/thank_you,Direct,1,1,1,2,1,99,1
/checkouts/cn/eb0b492817a44b5ee3c647b551f7c4ae/thank_you,Paid Search,1,1,0,57,1,33.3,1
/checkouts/cn/ec40764d4f81fcc3fa1e6d1487e8278a/thank_you,Organic Search,1,1,0,0,1,337,1
/checkouts/cn/edfb09457d489810928b94afd962da70/thank_you,Direct,1,1,0,0,1,116.1,1
/checkouts/cn/ee94616e121fe21107bd99f488157493/thank_you,Unassigned,1,1,0,1,1,69.3,1
/checkouts/cn/ef04ad8dc6a75ae20a2ccfa93928c097/thank_you,Direct,1,1,0,0,1,48.3,1
/checkouts/cn/f0d939e4cea56ad43d00ba0b558689e3/thank_you,Direct,1,1,0,8,1,185,1
/checkouts/cn/f22affba09a0a7eb73df5bf7f91de873/thank_you,Direct,1,1,0,14,1,47.2,1
/checkouts/cn/f2c81e6e8d304d0b376d7c2014fc8f6f/thank_you,Direct,1,1,0,4,1,99,1
/checkouts/cn/f3be4a2fbed4ed20a77c7c25852015c1/thank_you,Organic Search,1,1,0,23,1,84,1
/checkouts/cn/f4b8bd1b76969858dd65b32e4a2da627/thank_you,Direct,1,1,0,105,1,139,1
/checkouts/cn/f5c8653a65c8d1941c864a061f3d631c/thank_you,Direct,1,1,0,8,1,87.2,1
/checkouts/cn/f779f5febaef744f7b12663f74c3517a/thank_you,Email,1,1,0,0,1,37,1
/checkouts/cn/f7f4f8bcead0f1f01b0cbcde6f227ca8/thank_you,Direct,1,1,0,121,1,59,1
/checkouts/cn/f89e8d4ab0004af4ac5ab397ec725005/thank_you,Direct,1,1,0,5,1,59,1
/checkouts/cn/f8e4bdf8aa289e3ac4909b7a5a5773e1/thank_you,Organic Search,1,1,0,113,1,74,1
